abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices,value_cost
M49207,,ORIGINAL,DE,EUR,42040,50026,,35018
M49207,,ORIGINAL,DE,CHF,47925,57030,,39921
,101007,DEFAULT,DE,EUR,37836,45024,,31517
,101007,DEFAULT,DE,CHF,43133,51327,,35929
,101007,ORIGINAL,DE,EUR,42040,50026,,35018
,101007,ORIGINAL,DE,CHF,47925,57030,,39921
M53235,,DEFAULT,DE,EUR,33715,40120,,28084
M53235,,DEFAULT,DE,CHF,38435,45736,,32015
M53235,,ORIGINAL,DE,EUR,37461,44577,,31204
M53235,,ORIGINAL,DE,CHF,42705,50817,,35572
,101102,DEFAULT,DE,EUR,33715,40120,,28084
,101102,DEFAULT,DE,CHF,38435,45736,,32015
,101102,ORIGINAL,DE,EUR,37461,44577,,31204
,101102,ORIGINAL,DE,CHF,42705,50817,,35572
M731,,DEFAULT,DE,EUR,30477,36267,,25387
M731,,DEFAULT,DE,CHF,34743,41344,,28941
M731,,ORIGINAL,DE,EUR,33863,40296,,28207
M731,,ORIGINAL,DE,CHF,38603,45937,,32156
,101171,DEFAULT,DE,EUR,30477,36267,,25387
,101171,DEFAULT,DE,CHF,34743,41344,,28941
,101171,ORIGINAL,DE,EUR,33863,40296,,28207
,101171,ORIGINAL,DE,CHF,38603,45937,,32156
M1028038,,DEFAULT,DE,EUR,16854,20057,,14040
M1028038,,DEFAULT,DE,CHF,19213,22864,,16005
M1028038,,ORIGINAL,DE,EUR,18726,22285,,15599
M1028038,,ORIGINAL,DE,CHF,21347,25404,,17783
,101172,DEFAULT,DE,EUR,16854,20057,,14040
,101172,DEFAULT,DE,CHF,19213,22864,,16005
,101172,ORIGINAL,DE,EUR,18726,22285,,15599
,101172,ORIGINAL,DE,CHF,21347,25404,,17783
M2495,,DEFAULT,DE,EUR,16146,19214,,13450
M2495,,DEFAULT,DE,CHF,18406,21903,,15332
M2495,,ORIGINAL,DE,EUR,17940,21348,,14944
M2495,,ORIGINAL,DE,CHF,20451,24336,,17035
,101226,DEFAULT,DE,EUR,16146,19214,,13450
,101226,DEFAULT,DE,CHF,18406,21903,,15332
,101226,ORIGINAL,DE,EUR,17940,21348,,14944
,101226,ORIGINAL,DE,CHF,20451,24336,,17035
M11480,,DEFAULT,DE,EUR,19143,22780,,15946
M11480,,DEFAULT,DE,CHF,21823,25969,,18178
M11480,,ORIGINAL,DE,EUR,21270,25311,,17718
M11480,,ORIGINAL,DE,CHF,24247,28854,,20198
,101441,DEFAULT,DE,EUR,19143,22780,,15946
,101441,DEFAULT,DE,CHF,21823,25969,,18178
,101441,ORIGINAL,DE,EUR,21270,25311,,17718
,101441,ORIGINAL,DE,CHF,24247,28854,,20198
M1014948,,DEFAULT,DE,EUR,18482,21993,,15395
M1014948,,DEFAULT,DE,CHF,21069,25072,,17550
M1014948,,ORIGINAL,DE,EUR,20535,24436,,17105
M1014948,,ORIGINAL,DE,CHF,23410,27857,,19500
,101509,DEFAULT,DE,EUR,18482,21993,,15395
,101509,DEFAULT,DE,CHF,21069,25072,,17550
,101509,ORIGINAL,DE,EUR,20535,24436,,17105
,101509,ORIGINAL,DE,CHF,23410,27857,,19500
M64933,,DEFAULT,DE,EUR,11503,13689,,9582
M64933,,DEFAULT,DE,CHF,13113,15605,,10924
M64933,,ORIGINAL,DE,EUR,12781,15210,,10647
M64933,,ORIGINAL,DE,CHF,14570,17338,,12137
,101515,DEFAULT,DE,EUR,11503,13689,,9582
,101515,DEFAULT,DE,CHF,13113,15605,,10924
,101515,ORIGINAL,DE,EUR,12781,15210,,10647
,101515,ORIGINAL,DE,CHF,14570,17338,,12137
M39658,,DEFAULT,DE,EUR,19188,22834,,15984
M39658,,DEFAULT,DE,CHF,21874,26030,,18221
M39658,,ORIGINAL,DE,EUR,21320,25371,,17760
M39658,,ORIGINAL,DE,CHF,24304,28922,,20245
,101560,DEFAULT,DE,EUR,19188,22834,,15984
,101560,DEFAULT,DE,CHF,21874,26030,,18221
,101560,ORIGINAL,DE,EUR,21320,25371,,17760
,101560,ORIGINAL,DE,CHF,24304,28922,,20245
M15226,,DEFAULT,DE,EUR,21448,25523,,17866
M15226,,DEFAULT,DE,CHF,24450,29096,,20367
M15226,,ORIGINAL,DE,EUR,23831,28358,,19851
M15226,,ORIGINAL,DE,CHF,27166,32328,,22630
,101759,DEFAULT,DE,EUR,21448,25523,,17866
,101759,DEFAULT,DE,CHF,24450,29096,,20367
,101759,ORIGINAL,DE,EUR,23831,28358,,19851
,101759,ORIGINAL,DE,CHF,27166,32328,,22630
M79890,,DEFAULT,DE,EUR,10988,13076,,9153
M79890,,DEFAULT,DE,CHF,12526,14906,,10434
M79890,,ORIGINAL,DE,EUR,12208,14528,,10170
M79890,,ORIGINAL,DE,CHF,13917,16562,,11593
,101828,DEFAULT,DE,EUR,10988,13076,,9153
,101828,DEFAULT,DE,CHF,12526,14906,,10434
,101828,ORIGINAL,DE,EUR,12208,14528,,10170
,101828,ORIGINAL,DE,CHF,13917,16562,,11593
M74972,,DEFAULT,DE,EUR,33018,39292,,27504
M74972,,DEFAULT,DE,CHF,37640,44792,,31354
M74972,,ORIGINAL,DE,EUR,36686,43657,,30560
M74972,,ORIGINAL,DE,CHF,41822,49768,,34838
,101863,DEFAULT,DE,EUR,33018,39292,,27504
,101863,DEFAULT,DE,CHF,37640,44792,,31354
,101863,ORIGINAL,DE,EUR,36686,43657,,30560
,101863,ORIGINAL,DE,CHF,41822,49768,,34838
M74974,,DEFAULT,DE,EUR,43228,51441,,36009
M74974,,DEFAULT,DE,CHF,49279,58642,,41049
M74974,,ORIGINAL,DE,EUR,48031,57156,,40009
M74974,,ORIGINAL,DE,CHF,54754,65157,,45610
,101865,DEFAULT,DE,EUR,43228,51441,,36009
,101865,DEFAULT,DE,CHF,49279,58642,,41049
,101865,ORIGINAL,DE,EUR,48031,57156,,40009
,101865,ORIGINAL,DE,CHF,54754,65157,,45610
M74907,,DEFAULT,DE,EUR,59729,71077,,49754
M74907,,DEFAULT,DE,CHF,68091,81027,,56719
M74907,,ORIGINAL,DE,EUR,66365,78974,,55282
M74907,,ORIGINAL,DE,CHF,75656,90030,,63021
,101940,DEFAULT,DE,EUR,59729,71077,,49754
,101940,DEFAULT,DE,CHF,68091,81027,,56719
,101940,ORIGINAL,DE,EUR,66365,78974,,55282
,101940,ORIGINAL,DE,CHF,75656,90030,,63021
M1018212,,DEFAULT,DE,EUR,43012,51185,,35830
M1018212,,DEFAULT,DE,CHF,49033,58350,,40845
M1018212,,ORIGINAL,DE,EUR,47791,56872,,39810
M1018212,,ORIGINAL,DE,CHF,54481,64833,,45383
,102121,DEFAULT,DE,EUR,43012,51185,,35830
,102121,DEFAULT,DE,CHF,49033,58350,,40845
,102121,ORIGINAL,DE,EUR,47791,56872,,39810
,102121,ORIGINAL,DE,CHF,54481,64833,,45383
M58035,,DEFAULT,DE,EUR,27303,32491,,22744
M58035,,DEFAULT,DE,CHF,31125,37039,,25927
M58035,,ORIGINAL,DE,EUR,30336,36101,,25271
M58035,,ORIGINAL,DE,CHF,34583,41154,,28808
,102124,DEFAULT,DE,EUR,27303,32491,,22744
,102124,DEFAULT,DE,CHF,31125,37039,,25927
,102124,ORIGINAL,DE,EUR,30336,36101,,25271
,102124,ORIGINAL,DE,CHF,34583,41154,,28808
,102126,DEFAULT,DE,EUR,26602,31657,,22160
,102126,DEFAULT,DE,CHF,30326,36088,,25262
,102126,ORIGINAL,DE,EUR,29557,35174,,24622
,102126,ORIGINAL,DE,CHF,33695,40097,,28068
,102128,DEFAULT,DE,EUR,31619,37627,,26339
,102128,DEFAULT,DE,CHF,36045,42894,,30026
,102128,ORIGINAL,DE,EUR,35132,41807,,29265
,102128,ORIGINAL,DE,CHF,40050,47660,,33362
,102130,DEFAULT,DE,EUR,32549,38733,,27113
,102130,DEFAULT,DE,CHF,37105,44155,,30908
,102130,ORIGINAL,DE,EUR,36165,43036,,30125
,102130,ORIGINAL,DE,CHF,41227,49061,,34343
M58100,,DEFAULT,DE,EUR,26476,31506,,22054
M58100,,DEFAULT,DE,CHF,30182,35916,,25141
M58100,,ORIGINAL,DE,EUR,29417,35006,,24504
M58100,,ORIGINAL,DE,CHF,33535,39906,,27934
,102169,DEFAULT,DE,EUR,26476,31506,,22054
,102169,DEFAULT,DE,CHF,30182,35916,,25141
,102169,ORIGINAL,DE,EUR,29417,35006,,24504
,102169,ORIGINAL,DE,CHF,33535,39906,,27934
M58095,,DEFAULT,DE,EUR,15360,18279,,12795
M58095,,DEFAULT,DE,CHF,17510,20838,,14587
M58095,,ORIGINAL,DE,EUR,17066,20310,,14217
M58095,,ORIGINAL,DE,CHF,19455,23153,,16207
,102177,DEFAULT,DE,EUR,15360,18279,,12795
,102177,DEFAULT,DE,CHF,17510,20838,,14587
,102177,ORIGINAL,DE,EUR,17066,20310,,14217
,102177,ORIGINAL,DE,CHF,19455,23153,,16207
M58102,,DEFAULT,DE,EUR,16840,20040,,14028
M58102,,DEFAULT,DE,CHF,19197,22845,,15991
,102180,DEFAULT,DE,EUR,16840,20040,,14028
,102180,DEFAULT,DE,CHF,19197,22845,,15991
M58103,,DEFAULT,DE,EUR,16840,20040,,14028
M58103,,DEFAULT,DE,CHF,19197,22845,,15991
,102181,DEFAULT,DE,EUR,16840,20040,,14028
,102181,DEFAULT,DE,CHF,19197,22845,,15991
M58104,,DEFAULT,DE,EUR,16840,20040,,14028
M58104,,DEFAULT,DE,CHF,19197,22845,,15991
,102182,DEFAULT,DE,EUR,16840,20040,,14028
,102182,DEFAULT,DE,CHF,19197,22845,,15991
M58105,,DEFAULT,DE,EUR,16840,20040,,14028
M58105,,DEFAULT,DE,CHF,19197,22845,,15991
,102183,DEFAULT,DE,EUR,16840,20040,,14028
,102183,DEFAULT,DE,CHF,19197,22845,,15991
M61124,,DEFAULT,DE,EUR,15472,18411,,12888
M61124,,DEFAULT,DE,CHF,17638,20988,,14692
,102708,DEFAULT,DE,EUR,15472,18411,,12888
,102708,DEFAULT,DE,CHF,17638,20988,,14692
M61125,,DEFAULT,DE,EUR,18285,21759,,15231
M61125,,DEFAULT,DE,CHF,20844,24805,,17364
,102712,DEFAULT,DE,EUR,18285,21759,,15231
,102712,DEFAULT,DE,CHF,20844,24805,,17364
M53287,,DEFAULT,DE,EUR,12658,15064,,10545
M53287,,DEFAULT,DE,CHF,14430,17172,,12020
,102775,DEFAULT,DE,EUR,12658,15064,,10545
,102775,DEFAULT,DE,CHF,14430,17172,,12020
M53288,,DEFAULT,DE,EUR,13034,15510,,10857
M53288,,DEFAULT,DE,CHF,14858,17681,,12377
,102779,DEFAULT,DE,EUR,13034,15510,,10857
,102779,DEFAULT,DE,CHF,14858,17681,,12377
M226,,DEFAULT,DE,EUR,39102,46531,,32572
M226,,DEFAULT,DE,CHF,44576,53045,,37132
,102809,DEFAULT,DE,EUR,39102,46531,,32572
,102809,DEFAULT,DE,CHF,44576,53045,,37132
M62584,,DEFAULT,DE,EUR,16784,19973,,13981
M62584,,DEFAULT,DE,CHF,19133,22769,,15938
,102841,DEFAULT,DE,EUR,16784,19973,,13981
,102841,DEFAULT,DE,CHF,19133,22769,,15938
M766,,DEFAULT,DE,EUR,19222,22875,,16012
M766,,DEFAULT,DE,CHF,21913,26077,,18254
,102917,DEFAULT,DE,EUR,19222,22875,,16012
,102917,DEFAULT,DE,CHF,21913,26077,,18254
M767,,DEFAULT,DE,EUR,19832,23600,,16520
M767,,DEFAULT,DE,CHF,22608,26903,,18832
,102918,DEFAULT,DE,EUR,19832,23600,,16520
,102918,DEFAULT,DE,CHF,22608,26903,,18832
M768,,DEFAULT,DE,EUR,21660,25776,,18043
M768,,DEFAULT,DE,CHF,24692,29384,,20569
,102919,DEFAULT,DE,EUR,21660,25776,,18043
,102919,DEFAULT,DE,CHF,24692,29384,,20569
M769,,DEFAULT,DE,EUR,23161,27561,,19293
M769,,DEFAULT,DE,CHF,26403,31419,,21993
,102920,DEFAULT,DE,EUR,23161,27561,,19293
,102920,DEFAULT,DE,CHF,26403,31419,,21993
M771,,DEFAULT,DE,EUR,25036,29793,,20855
M771,,DEFAULT,DE,CHF,28541,33964,,23775
,102922,DEFAULT,DE,EUR,25036,29793,,20855
,102922,DEFAULT,DE,CHF,28541,33964,,23775
M787,,DEFAULT,DE,EUR,23254,27673,,19371
M787,,DEFAULT,DE,CHF,26509,31547,,22083
,102923,DEFAULT,DE,EUR,23254,27673,,19371
,102923,DEFAULT,DE,CHF,26509,31547,,22083
M788,,DEFAULT,DE,EUR,24849,29570,,20699
M788,,DEFAULT,DE,CHF,28327,33709,,23596
,102924,DEFAULT,DE,EUR,24849,29570,,20699
,102924,DEFAULT,DE,CHF,28327,33709,,23596
M789,,DEFAULT,DE,EUR,25411,30239,,21167
M789,,DEFAULT,DE,CHF,28968,34472,,24130
,102925,DEFAULT,DE,EUR,25411,30239,,21167
,102925,DEFAULT,DE,CHF,28968,34472,,24130
,102935,DEFAULT,DE,EUR,12864,15308,,10716
,102935,DEFAULT,DE,CHF,14664,17451,,12216
,102936,DEFAULT,DE,EUR,14675,17463,,12224
,102936,DEFAULT,DE,CHF,16729,19907,,13935
,102938,DEFAULT,DE,EUR,17441,20755,,14528
,102938,DEFAULT,DE,CHF,19882,23660,,16562
,102939,DEFAULT,DE,EUR,18472,21982,,15387
,102939,DEFAULT,DE,CHF,21058,25059,,17541
M719,,DEFAULT,DE,EUR,19270,22931,,16052
M719,,DEFAULT,DE,CHF,21967,26141,,18299
,102940,DEFAULT,DE,EUR,19270,22931,,16052
,102940,DEFAULT,DE,CHF,21967,26141,,18299
M72878,,DEFAULT,DE,EUR,18911,22504,,15753
M72878,,DEFAULT,DE,CHF,21558,25654,,17958
,102972,DEFAULT,DE,EUR,18911,22504,,15753
,102972,DEFAULT,DE,CHF,21558,25654,,17958
M64947,,DEFAULT,DE,EUR,13277,15800,,11060
M64947,,DEFAULT,DE,CHF,15135,18012,,12608
,102976,DEFAULT,DE,EUR,13277,15800,,11060
,102976,DEFAULT,DE,CHF,15135,18012,,12608
M64934,,DEFAULT,DE,EUR,20535,24437,,17106
M64934,,DEFAULT,DE,CHF,23409,27858,,19501
,102988,DEFAULT,DE,EUR,20535,24437,,17106
,102988,DEFAULT,DE,CHF,23409,27858,,19501
M40490,,DEFAULT,DE,EUR,26161,31132,,21792
M40490,,DEFAULT,DE,CHF,29823,35490,,24843
,103117,DEFAULT,DE,EUR,26161,31132,,21792
,103117,DEFAULT,DE,CHF,29823,35490,,24843
M40491,,DEFAULT,DE,EUR,33663,40059,,28041
M40491,,DEFAULT,DE,CHF,38375,45667,,31967
,103118,DEFAULT,DE,EUR,33663,40059,,28041
,103118,DEFAULT,DE,CHF,38375,45667,,31967
M11306,,DEFAULT,DE,EUR,15059,17920,,12544
M11306,,DEFAULT,DE,CHF,17167,20428,,14300
,103235,DEFAULT,DE,EUR,15059,17920,,12544
,103235,DEFAULT,DE,CHF,17167,20428,,14300
M74815,,DEFAULT,DE,EUR,17722,21089,,14762
M74815,,DEFAULT,DE,CHF,20203,24041,,16829
,103296,DEFAULT,DE,EUR,17722,21089,,14762
,103296,DEFAULT,DE,CHF,20203,24041,,16829
M66923,,DEFAULT,DE,EUR,9339,11113,,7779
M66923,,DEFAULT,DE,CHF,10646,12668,,8868
,103388,DEFAULT,DE,EUR,9339,11113,,7779
,103388,DEFAULT,DE,CHF,10646,12668,,8868
M69408,,DEFAULT,DE,EUR,21285,25330,,17731
M69408,,DEFAULT,DE,CHF,24264,28876,,20213
,103510,DEFAULT,DE,EUR,21285,25330,,17731
,103510,DEFAULT,DE,CHF,24264,28876,,20213
M1028049,,DEFAULT,DE,EUR,28037,33364,,23355
M1028049,,DEFAULT,DE,CHF,31962,38034,,26624
,103740,DEFAULT,DE,EUR,28037,33364,,23355
,103740,DEFAULT,DE,CHF,31962,38034,,26624
M72844,,DEFAULT,DE,EUR,64607,76882,,53817
M72844,,DEFAULT,DE,CHF,73651,87645,,61351
,103836,DEFAULT,DE,EUR,64607,76882,,53817
,103836,DEFAULT,DE,CHF,73651,87645,,61351
M72843,,DEFAULT,DE,EUR,43040,51218,,35853
M72843,,DEFAULT,DE,CHF,49065,58388,,40872
,103838,DEFAULT,DE,EUR,43040,51218,,35853
,103838,DEFAULT,DE,CHF,49065,58388,,40872
M72937,,DEFAULT,DE,EUR,49791,59252,,41476
M72937,,DEFAULT,DE,CHF,56761,67547,,47283
,103889,DEFAULT,DE,EUR,49791,59252,,41476
,103889,DEFAULT,DE,CHF,56761,67547,,47283
M72938,,DEFAULT,DE,EUR,51573,61372,,42960
M72938,,DEFAULT,DE,CHF,58793,69964,,48975
,103890,DEFAULT,DE,EUR,51573,61372,,42960
,103890,DEFAULT,DE,CHF,58793,69964,,48975
M72933,,DEFAULT,DE,EUR,39993,47592,,33314
M72933,,DEFAULT,DE,CHF,45592,54254,,37978
,103905,DEFAULT,DE,EUR,39993,47592,,33314
,103905,DEFAULT,DE,CHF,45592,54254,,37978
M72935,,DEFAULT,DE,EUR,41774,49712,,34798
M72935,,DEFAULT,DE,CHF,47622,56671,,39670
,103907,DEFAULT,DE,EUR,41774,49712,,34798
,103907,DEFAULT,DE,CHF,47622,56671,,39670
M26831,,DEFAULT,DE,EUR,64607,76882,,53817
M26831,,DEFAULT,DE,CHF,73651,87645,,61351
,104074,DEFAULT,DE,EUR,64607,76882,,53817
,104074,DEFAULT,DE,CHF,73651,87645,,61351
M10577,,DEFAULT,DE,EUR,8223,9785,,6850
M10577,,DEFAULT,DE,CHF,9374,11154,,7808
,104151,DEFAULT,DE,EUR,8223,9785,,6850
,104151,DEFAULT,DE,CHF,9374,11154,,7808
M10871,,DEFAULT,DE,EUR,9648,11482,,8037
M10871,,DEFAULT,DE,CHF,10998,13089,,9162
,104190,DEFAULT,DE,EUR,9648,11482,,8037
,104190,DEFAULT,DE,CHF,10998,13089,,9162
M10872,,DEFAULT,DE,EUR,10239,12185,,8530
M10872,,DEFAULT,DE,CHF,11672,13890,,9723
,104192,DEFAULT,DE,EUR,10239,12185,,8530
,104192,DEFAULT,DE,CHF,11672,13890,,9723
M11473,,DEFAULT,DE,EUR,10605,12620,,8834
M11473,,DEFAULT,DE,CHF,12089,14386,,10070
,104440,DEFAULT,DE,EUR,10605,12620,,8834
,104440,DEFAULT,DE,CHF,12089,14386,,10070
M75071,,DEFAULT,DE,EUR,19464,23163,,16214
M75071,,DEFAULT,DE,CHF,22188,26405,,18484
,104445,DEFAULT,DE,EUR,19464,23163,,16214
,104445,DEFAULT,DE,CHF,22188,26405,,18484
M11542,,DEFAULT,DE,EUR,9648,11482,,8037
M11542,,DEFAULT,DE,CHF,10998,13089,,9162
M11542,,ORIGINAL,DE,EUR,10720,12757,,8930
M11542,,ORIGINAL,DE,CHF,12220,14543,,10180
,104517,DEFAULT,DE,EUR,9648,11482,,8037
,104517,DEFAULT,DE,CHF,10998,13089,,9162
,104517,ORIGINAL,DE,EUR,10720,12757,,8930
,104517,ORIGINAL,DE,CHF,12220,14543,,10180
M2365,,DEFAULT,DE,EUR,23817,28342,,19839
M2365,,DEFAULT,DE,CHF,27151,32309,,22616
,104523,DEFAULT,DE,EUR,23817,28342,,19839
,104523,DEFAULT,DE,CHF,27151,32309,,22616
M2366,,DEFAULT,DE,EUR,25656,30531,,21372
M2366,,DEFAULT,DE,CHF,29247,34805,,24364
,104524,DEFAULT,DE,EUR,25656,30531,,21372
,104524,DEFAULT,DE,CHF,29247,34805,,24364
M526,,DEFAULT,DE,EUR,26622,31680,,22176
M526,,DEFAULT,DE,CHF,30349,36115,,25280
,104937,DEFAULT,DE,EUR,26622,31680,,22176
,104937,DEFAULT,DE,CHF,30349,36115,,25280
M528,,DEFAULT,DE,EUR,27634,32884,,23019
M528,,DEFAULT,DE,CHF,31502,37487,,26241
M528,,ORIGINAL,DE,EUR,30704,36537,,25576
M528,,ORIGINAL,DE,CHF,35002,41652,,29156
,104939,DEFAULT,DE,EUR,27634,32884,,23019
,104939,DEFAULT,DE,CHF,31502,37487,,26241
,104939,ORIGINAL,DE,EUR,30704,36537,,25576
,104939,ORIGINAL,DE,CHF,35002,41652,,29156
M79892,,DEFAULT,DE,EUR,12114,14416,,10091
M79892,,DEFAULT,DE,CHF,13809,16434,,11504
,107061,DEFAULT,DE,EUR,12114,14416,,10091
,107061,DEFAULT,DE,CHF,13809,16434,,11504
M79932,,DEFAULT,DE,EUR,8356,9944,,6961
M79932,,DEFAULT,DE,CHF,9525,11336,,7935
,107063,DEFAULT,DE,EUR,8356,9944,,6961
,107063,DEFAULT,DE,CHF,9525,11336,,7935
M80392,,DEFAULT,DE,EUR,17083,20329,,14230
M80392,,DEFAULT,DE,CHF,19474,23175,,16222
,107253,DEFAULT,DE,EUR,17083,20329,,14230
,107253,DEFAULT,DE,CHF,19474,23175,,16222
