product_offer_reference,price_type,store,currency,value_net,value_gross,price_data.volume_prices
offer34,DEFAULT,AT,CHF,618,718,
offer34,DEFAULT,AT,EUR,554,642,
offer35,DEFAULT,AT,CHF,175,191,
offer35,DEFAULT,AT,EUR,166,180,
offer36,DEFAULT,AT,CHF,5088,6037,
offer36,DEFAULT,AT,EUR,4475,5307,
offer37,DEFAULT,AT,CHF,153,166,
offer37,DEFAULT,AT,EUR,147,157,
offer38,DEFAULT,AT,CHF,225,250,
offer38,DEFAULT,AT,EUR,209,231,
offer39,DEFAULT,AT,CHF,246,275,
offer39,DEFAULT,AT,EUR,228,253,
offer40,DEFAULT,AT,CHF,237,264,
offer40,DEFAULT,AT,EUR,220,244,
offer41,DEFAULT,AT,CHF,237,264,
offer41,DEFAULT,AT,EUR,220,244,
offer42,DEFAULT,AT,CHF,256,288,
offer42,DEFAULT,AT,EUR,237,265,
offer43,DEFAULT,AT,CHF,390,447,
offer43,DEFAULT,AT,EUR,354,404,
offer44,DEFAULT,AT,CHF,843,987,
offer44,DEFAULT,AT,EUR,752,877,
offer45,DEFAULT,AT,CHF,453,521,
offer45,DEFAULT,AT,EUR,409,469,
offer46,DEFAULT,AT,CHF,308,350,
offer46,DEFAULT,AT,EUR,283,319,
offer47,DEFAULT,AT,CHF,390,447,
offer47,DEFAULT,AT,EUR,354,404,
offer48,DEFAULT,AT,CHF,390,447,
offer48,DEFAULT,AT,EUR,354,404,
offer49,DEFAULT,AT,CHF,400,459,
offer49,DEFAULT,AT,EUR,363,415,
offer50,DEFAULT,AT,CHF,185,202,
offer50,DEFAULT,AT,EUR,174,190,
offer51,DEFAULT,AT,CHF,1491,1756,
offer51,DEFAULT,AT,EUR,1320,1553,
offer52,DEFAULT,AT,CHF,2026,2394,
offer52,DEFAULT,AT,EUR,1789,2111,
offer53,DEFAULT,AT,CHF,5054,5998,
offer53,DEFAULT,AT,EUR,4446,5273,
offer54,DEFAULT,AT,CHF,967,1133,
offer54,DEFAULT,AT,EUR,860,1006,
offer55,DEFAULT,AT,CHF,586,679,
offer55,DEFAULT,AT,EUR,526,608,
offer56,DEFAULT,AT,CHF,833,973,
offer56,DEFAULT,AT,EUR,742,866,
offer57,DEFAULT,AT,CHF,1584,1867,
offer57,DEFAULT,AT,EUR,1402,1650,
offer58,DEFAULT,AT,CHF,1913,2258,
offer58,DEFAULT,AT,EUR,1690,1993,
offer59,DEFAULT,AT,CHF,2541,3005,
offer59,DEFAULT,AT,EUR,2241,2648,
offer60,DEFAULT,AT,CHF,2643,3128,
offer60,DEFAULT,AT,EUR,2331,2755,
offer61,DEFAULT,AT,CHF,3097,3667,
offer61,DEFAULT,AT,EUR,2728,3229,
offer62,DEFAULT,AT,CHF,2047,2418,
offer62,DEFAULT,AT,EUR,1807,2133,
offer63,DEFAULT,AT,CHF,2869,3397,
offer63,DEFAULT,AT,EUR,2529,2992,
offer64,DEFAULT,AT,CHF,35853,42647,
offer64,DEFAULT,AT,EUR,31462,37422,
offer64,ORIGINAL,AT,CHF,39825,47374,
offer64,ORIGINAL,AT,EUR,34946,41569,
offer65,DEFAULT,AT,CHF,14149,16820,
offer65,DEFAULT,AT,EUR,12424,14766,
offer65,ORIGINAL,AT,CHF,15710,18678,
offer65,ORIGINAL,AT,EUR,13794,16397,
offer66,DEFAULT,AT,CHF,6777,8048,
offer66,DEFAULT,AT,EUR,5957,7071,
offer67,DEFAULT,AT,CHF,12333,14658,
offer67,DEFAULT,AT,EUR,10830,12870,
offer68,DEFAULT,AT,CHF,17475,20778,
offer68,DEFAULT,AT,EUR,15341,18239,
offer68,ORIGINAL,AT,CHF,19405,23076,
offer68,ORIGINAL,AT,EUR,17035,20254,
offer69,DEFAULT,AT,CHF,3913,4638,
offer69,DEFAULT,AT,EUR,3444,4081,
offer69,ORIGINAL,AT,CHF,4336,5143,
offer69,ORIGINAL,AT,EUR,3816,4523,
offer70,DEFAULT,AT,CHF,839,981,
offer70,DEFAULT,AT,EUR,748,873,
offer71,DEFAULT,AT,CHF,936,1096,
offer71,DEFAULT,AT,EUR,834,973,
offer72,DEFAULT,AT,CHF,10875,12923,
offer72,DEFAULT,AT,EUR,9552,11348,
offer73,DEFAULT,AT,CHF,1299,1528,
offer73,DEFAULT,AT,EUR,1152,1352,
offer74,DEFAULT,AT,CHF,2320,2744,
offer74,DEFAULT,AT,EUR,2048,2419,
offer75,DEFAULT,AT,CHF,799,933,
offer75,DEFAULT,AT,EUR,713,831,
offer76,DEFAULT,AT,CHF,8040,9550,
offer76,DEFAULT,AT,EUR,7065,8389,
offer77,DEFAULT,AT,CHF,1842,2173,
offer77,DEFAULT,AT,EUR,1628,1919,
offer78,DEFAULT,AT,CHF,17769,21129,
offer78,DEFAULT,AT,EUR,15599,18546,
offer79,DEFAULT,AT,CHF,31304,37234,
offer79,DEFAULT,AT,EUR,27472,32673,
offer80,DEFAULT,AT,CHF,7647,9082,
offer80,DEFAULT,AT,EUR,6720,7979,
offer81,DEFAULT,AT,CHF,18193,21633,
offer81,DEFAULT,AT,EUR,15971,18988,
offer82,DEFAULT,AT,CHF,497,572,
offer82,DEFAULT,AT,EUR,448,514,
offer83,DEFAULT,AT,CHF,1026,1203,
offer83,DEFAULT,AT,EUR,912,1067,
offer84,DEFAULT,AT,CHF,1008,1181,
offer84,DEFAULT,AT,EUR,896,1048,
offer85,DEFAULT,AT,CHF,623,722,
offer85,DEFAULT,AT,EUR,558,646,
offer86,DEFAULT,AT,CHF,685,797,
offer86,DEFAULT,AT,EUR,613,711,
offer87,DEFAULT,AT,CHF,1403,1651,
offer87,DEFAULT,AT,EUR,1242,1460,
offer88,DEFAULT,AT,CHF,1403,1651,
offer88,DEFAULT,AT,EUR,1242,1460,
offer89,DEFAULT,AT,CHF,762,889,
offer89,DEFAULT,AT,EUR,681,792,
offer90,DEFAULT,AT,CHF,400,459,
offer90,DEFAULT,AT,EUR,363,415,
offer91,DEFAULT,AT,CHF,494,570,
offer91,DEFAULT,AT,EUR,445,513,
offer92,DEFAULT,AT,CHF,730,851,
offer92,DEFAULT,AT,EUR,652,759,
offer93,DEFAULT,AT,CHF,2760,3268,
offer93,DEFAULT,AT,EUR,2433,2878,
offer94,DEFAULT,AT,CHF,1563,1843,
offer94,DEFAULT,AT,EUR,1384,1629,
offer95,DEFAULT,AT,CHF,49991,59471,
offer95,DEFAULT,AT,EUR,43864,52180,
offer96,DEFAULT,AT,CHF,181944,216496,
offer96,DEFAULT,AT,EUR,159612,189921,
offer97,DEFAULT,AT,CHF,12545,14912,
offer97,DEFAULT,AT,EUR,11017,13092,
offer97,ORIGINAL,AT,CHF,13928,16558,
offer97,ORIGINAL,AT,EUR,12230,14536,
offer98,DEFAULT,AT,CHF,7705,9152,
offer98,DEFAULT,AT,EUR,6771,8040,
offer98,ORIGINAL,AT,CHF,8550,10158,
offer98,ORIGINAL,AT,EUR,7512,8923,
offer99,DEFAULT,AT,CHF,2204,2605,
offer99,DEFAULT,AT,EUR,1945,2298,
offer100,DEFAULT,AT,CHF,997,1168,
offer100,DEFAULT,AT,EUR,887,1037,
offer101,DEFAULT,AT,CHF,623,722,
offer101,DEFAULT,AT,EUR,558,646,
offer102,DEFAULT,AT,CHF,478,551,
offer102,DEFAULT,AT,EUR,432,495,
offer103,DEFAULT,AT,CHF,954,1118,
offer103,DEFAULT,AT,EUR,849,992,
offer104,DEFAULT,AT,CHF,478,551,
offer104,DEFAULT,AT,EUR,432,495,
offer105,DEFAULT,AT,CHF,1043,1224,
offer105,DEFAULT,AT,EUR,927,1085,
offer106,DEFAULT,AT,CHF,1043,1224,
offer106,DEFAULT,AT,EUR,927,1085,
offer107,DEFAULT,AT,CHF,1170,1374,
offer107,DEFAULT,AT,EUR,1038,1217,
offer108,DEFAULT,AT,CHF,3414,4044,
offer108,DEFAULT,AT,EUR,3006,3559,
offer109,DEFAULT,AT,CHF,1393,1640,
offer109,DEFAULT,AT,EUR,1235,1451,
offer110,DEFAULT,AT,CHF,1000,1172,
offer110,DEFAULT,AT,EUR,889,1040,
offer111,DEFAULT,AT,CHF,604,701,
offer111,DEFAULT,AT,EUR,542,627,
offer112,DEFAULT,AT,CHF,23114,27489,
offer112,DEFAULT,AT,EUR,20288,24125,
offer113,DEFAULT,AT,CHF,131641,156636,
offer113,DEFAULT,AT,EUR,115486,137411,
offer114,DEFAULT,AT,CHF,3133,3711,
offer114,DEFAULT,AT,EUR,2760,3268,
offer115,DEFAULT,AT,CHF,1121,1315,
offer115,DEFAULT,AT,EUR,995,1166,
offer116,DEFAULT,AT,CHF,3061,3626,
offer116,DEFAULT,AT,EUR,2698,3192,
offer117,DEFAULT,AT,CHF,11391,13537,
offer117,DEFAULT,AT,EUR,10004,11887,
offer118,DEFAULT,AT,CHF,79557,94655,
offer118,DEFAULT,AT,EUR,69799,83043,
offer119,DEFAULT,AT,CHF,82533,98197,
offer119,DEFAULT,AT,EUR,72409,86150,
offer120,DEFAULT,AT,CHF,108988,129678,
offer120,DEFAULT,AT,EUR,95616,113765,
offer121,DEFAULT,AT,CHF,5758,6835,
offer121,DEFAULT,AT,EUR,5063,6007,
offer122,DEFAULT,AT,CHF,565,654,
offer122,DEFAULT,AT,EUR,508,586,
offer123,DEFAULT,AT,CHF,360,410,
offer123,DEFAULT,AT,EUR,327,372,
offer124,DEFAULT,AT,CHF,700,815,
offer124,DEFAULT,AT,EUR,626,726,
offer125,DEFAULT,AT,CHF,2070,2444,
offer125,DEFAULT,AT,EUR,1827,2156,
offer126,DEFAULT,AT,CHF,1531,1805,
offer126,DEFAULT,AT,EUR,1355,1595,
offer127,DEFAULT,AT,CHF,2289,2707,
offer127,DEFAULT,AT,EUR,2020,2387,
offer128,DEFAULT,AT,CHF,2457,2906,
offer128,DEFAULT,AT,EUR,2167,2561,
offer129,DEFAULT,AT,CHF,8367,9939,
offer129,DEFAULT,AT,EUR,7352,8731,
offer130,DEFAULT,AT,CHF,2251,2660,
offer130,DEFAULT,AT,EUR,1987,2346,
offer131,DEFAULT,AT,CHF,1215,1427,
offer131,DEFAULT,AT,EUR,1078,1264,
offer132,DEFAULT,AT,CHF,487,562,
offer132,DEFAULT,AT,EUR,439,505,
offer133,DEFAULT,AT,CHF,317,360,
offer133,DEFAULT,AT,EUR,290,327,
offer134,DEFAULT,AT,CHF,864,1010,
offer134,DEFAULT,AT,EUR,770,898,
offer135,DEFAULT,AT,CHF,586,680,
offer135,DEFAULT,AT,EUR,526,608,
offer136,DEFAULT,AT,CHF,658,765,
offer136,DEFAULT,AT,EUR,589,684,
offer137,DEFAULT,AT,CHF,576,668,
offer137,DEFAULT,AT,EUR,517,598,
offer138,DEFAULT,AT,CHF,658,765,
offer138,DEFAULT,AT,EUR,589,684,
offer139,DEFAULT,AT,CHF,380,434,
offer139,DEFAULT,AT,EUR,345,393,
offer140,DEFAULT,AT,CHF,801,935,
offer140,DEFAULT,AT,EUR,715,833,
offer141,DEFAULT,AT,CHF,541,626,
offer141,DEFAULT,AT,EUR,487,561,
offer142,DEFAULT,AT,CHF,424,487,
offer142,DEFAULT,AT,EUR,384,439,
offer143,DEFAULT,AT,CHF,586,680,
offer143,DEFAULT,AT,EUR,526,608,
offer144,DEFAULT,AT,CHF,317,360,
offer144,DEFAULT,AT,EUR,290,327,
offer145,DEFAULT,AT,CHF,452,520,
offer145,DEFAULT,AT,EUR,408,468,
offer146,DEFAULT,AT,CHF,452,520,
offer146,DEFAULT,AT,EUR,408,468,
offer147,DEFAULT,AT,CHF,452,520,
offer147,DEFAULT,AT,EUR,408,468,
offer148,DEFAULT,AT,CHF,452,520,
offer148,DEFAULT,AT,EUR,408,468,
offer149,DEFAULT,AT,CHF,497,572,
offer149,DEFAULT,AT,EUR,448,514,
offer150,DEFAULT,AT,CHF,1170,1374,
offer150,DEFAULT,AT,EUR,1038,1217,
offer151,DEFAULT,AT,CHF,341,387,
offer151,DEFAULT,AT,EUR,311,352,
offer152,DEFAULT,AT,CHF,1325,1558,
offer152,DEFAULT,AT,EUR,1178,1382,
offer153,DEFAULT,AT,CHF,2555,3021,
offer153,DEFAULT,AT,EUR,2261,2669,
offer154,DEFAULT,AT,CHF,3785,4484,
offer154,DEFAULT,AT,EUR,3344,3956,
offer155,DEFAULT,AT,CHF,332,377,
offer155,DEFAULT,AT,EUR,304,342,
offer156,DEFAULT,AT,CHF,3409,4038,
offer156,DEFAULT,AT,EUR,3002,3554,
offer157,DEFAULT,AT,CHF,905,1059,
offer157,DEFAULT,AT,EUR,806,941,
offer158,DEFAULT,AT,CHF,437,501,
offer158,DEFAULT,AT,EUR,395,452,
offer159,DEFAULT,AT,CHF,137,146,
offer159,DEFAULT,AT,EUR,133,140,
offer160,DEFAULT,AT,CHF,1240,1458,
offer160,DEFAULT,AT,EUR,1100,1291,
offer161,DEFAULT,AT,CHF,284,320,
offer161,DEFAULT,AT,EUR,261,292,
offer162,DEFAULT,AT,CHF,184,201,
offer162,DEFAULT,AT,EUR,173,189,
offer163,DEFAULT,AT,CHF,193,213,
offer163,DEFAULT,AT,EUR,182,199,
offer163,ORIGINAL,AT,CHF,204,226,
offer163,ORIGINAL,AT,EUR,191,210,
offer164,DEFAULT,AT,CHF,189,207,
offer164,DEFAULT,AT,EUR,177,193,
offer165,DEFAULT,AT,CHF,3755,4450,
offer165,DEFAULT,AT,EUR,3306,3915,
offer166,DEFAULT,AT,CHF,894,1047,
offer166,DEFAULT,AT,EUR,797,931,
offer167,DEFAULT,AT,CHF,628,729,
offer167,DEFAULT,AT,EUR,563,651,
offer168,DEFAULT,AT,CHF,246,275,
offer168,DEFAULT,AT,EUR,228,253,
offer169,DEFAULT,AT,CHF,246,275,
offer169,DEFAULT,AT,EUR,228,253,
offer170,DEFAULT,AT,CHF,256,288,
offer170,DEFAULT,AT,EUR,237,265,
offer171,DEFAULT,AT,CHF,261,292,
offer171,DEFAULT,AT,EUR,241,268,
offer172,DEFAULT,AT,CHF,261,292,
offer172,DEFAULT,AT,EUR,241,268,
offer173,DEFAULT,AT,CHF,390,447,
offer173,DEFAULT,AT,EUR,354,404,
offer174,DEFAULT,AT,CHF,422,484,
offer174,DEFAULT,AT,EUR,382,437,
offer175,DEFAULT,AT,CHF,350,399,
offer175,DEFAULT,AT,EUR,319,361,
offer176,DEFAULT,AT,CHF,525,607,
offer176,DEFAULT,AT,EUR,473,544,
offer177,DEFAULT,AT,CHF,741,864,
offer177,DEFAULT,AT,EUR,662,770,
offer178,DEFAULT,AT,CHF,298,337,
offer178,DEFAULT,AT,EUR,273,307,
offer179,DEFAULT,AT,CHF,350,399,
offer179,DEFAULT,AT,EUR,319,361,
offer180,DEFAULT,AT,CHF,191,209,
offer180,DEFAULT,AT,EUR,180,196,
offer181,DEFAULT,AT,CHF,1717,2026,
offer181,DEFAULT,AT,EUR,1519,1789,
offer182,DEFAULT,AT,CHF,1863,2200,
offer182,DEFAULT,AT,EUR,1647,1941,
offer183,DEFAULT,AT,CHF,2529,2993,
offer183,DEFAULT,AT,EUR,2231,2638,
offer184,DEFAULT,AT,CHF,3239,3837,
offer184,DEFAULT,AT,EUR,2853,3378,
offer185,DEFAULT,AT,CHF,4010,4755,
offer185,DEFAULT,AT,EUR,3530,4183,
offer186,DEFAULT,AT,CHF,2437,2883,
offer186,DEFAULT,AT,EUR,2150,2541,
offer187,DEFAULT,AT,CHF,525,607,
offer187,DEFAULT,AT,EUR,473,544,
offer188,DEFAULT,AT,CHF,1121,1317,
offer188,DEFAULT,AT,EUR,995,1167,
offer189,DEFAULT,AT,CHF,1944,2296,
offer189,DEFAULT,AT,EUR,1717,2026,
offer190,DEFAULT,AT,CHF,1343,1580,
offer190,DEFAULT,AT,EUR,1190,1398,
offer191,DEFAULT,AT,CHF,679,789,
offer191,DEFAULT,AT,EUR,608,704,
offer192,DEFAULT,AT,CHF,1766,2083,
offer192,DEFAULT,AT,EUR,1560,1839,
offer193,DEFAULT,AT,CHF,1705,2011,
offer193,DEFAULT,AT,EUR,1507,1776,
offer194,DEFAULT,AT,CHF,38152,45384,
offer194,DEFAULT,AT,EUR,33479,39823,
offer195,DEFAULT,AT,CHF,31304,37234,
offer195,DEFAULT,AT,EUR,27472,32673,
offer195,ORIGINAL,AT,CHF,34771,41360,
offer195,ORIGINAL,AT,EUR,30514,36292,
offer196,DEFAULT,AT,CHF,54073,64329,
offer196,DEFAULT,AT,EUR,47444,56441,
offer197,DEFAULT,AT,CHF,3145,3724,
offer197,DEFAULT,AT,EUR,2771,3279,
offer198,DEFAULT,AT,CHF,30603,36401,
offer198,DEFAULT,AT,EUR,26857,31942,
offer199,DEFAULT,AT,CHF,20399,24258,
offer199,DEFAULT,AT,EUR,17906,21291,
offer200,DEFAULT,AT,CHF,26522,31543,
offer200,DEFAULT,AT,EUR,23276,27682,
offer201,DEFAULT,AT,CHF,3655,4331,
offer201,DEFAULT,AT,EUR,3218,3811,
offer202,DEFAULT,AT,CHF,5696,6760,
offer202,DEFAULT,AT,EUR,5008,5942,
offer203,DEFAULT,AT,CHF,35705,42472,
offer203,DEFAULT,AT,EUR,31332,37268,
offer203,ORIGINAL,AT,CHF,39662,47180,
offer203,ORIGINAL,AT,EUR,34803,41398,
offer204,DEFAULT,AT,CHF,83961,99897,
offer204,DEFAULT,AT,EUR,73663,87641,
offer204,ORIGINAL,AT,CHF,93280,110985,
offer204,ORIGINAL,AT,EUR,81836,97368,
offer205,DEFAULT,AT,CHF,96372,114665,
offer205,DEFAULT,AT,EUR,84550,100596,
offer205,ORIGINAL,AT,CHF,107069,127395,
offer205,ORIGINAL,AT,EUR,93933,111762,
offer206,DEFAULT,AT,CHF,10500,12477,
offer206,DEFAULT,AT,EUR,9222,10957,
offer207,DEFAULT,AT,CHF,10500,12477,
offer207,DEFAULT,AT,EUR,9222,10957,
offer208,DEFAULT,AT,CHF,1012544,1204909,
offer208,DEFAULT,AT,EUR,888209,1056950,
offer209,DEFAULT,AT,CHF,910276,1083211,
offer209,DEFAULT,AT,EUR,798500,950197,
offer210,DEFAULT,AT,CHF,838689,998021,
offer210,DEFAULT,AT,EUR,735704,875469,
offer211,DEFAULT,AT,CHF,1181,1388,
offer211,DEFAULT,AT,EUR,1048,1230,
offer212,DEFAULT,AT,CHF,658,765,
offer212,DEFAULT,AT,EUR,589,684,
offer213,DEFAULT,AT,CHF,658,765,
offer213,DEFAULT,AT,EUR,589,684,
offer214,DEFAULT,AT,CHF,658,765,
offer214,DEFAULT,AT,EUR,589,684,
offer215,DEFAULT,AT,CHF,658,765,
offer215,DEFAULT,AT,EUR,589,684,
offer216,DEFAULT,AT,CHF,658,765,
offer216,DEFAULT,AT,EUR,589,684,
offer217,DEFAULT,AT,CHF,658,765,
offer217,DEFAULT,AT,EUR,589,684,
offer218,DEFAULT,AT,CHF,658,765,
offer218,DEFAULT,AT,EUR,589,684,
offer219,DEFAULT,AT,CHF,658,765,
offer219,DEFAULT,AT,EUR,589,684,
offer220,DEFAULT,AT,CHF,189,206,
offer220,DEFAULT,AT,EUR,177,192,
offer220,ORIGINAL,AT,CHF,199,218,
offer220,ORIGINAL,AT,EUR,186,203,
offer221,DEFAULT,AT,CHF,189,206,
offer221,DEFAULT,AT,EUR,177,192,
offer222,DEFAULT,AT,CHF,189,206,
offer222,DEFAULT,AT,EUR,177,192,
offer223,DEFAULT,AT,CHF,189,206,
offer223,DEFAULT,AT,EUR,177,192,
offer223,ORIGINAL,AT,CHF,199,218,
offer223,ORIGINAL,AT,EUR,186,203,
offer224,DEFAULT,AT,CHF,503,582,
offer224,DEFAULT,AT,EUR,454,522,
offer225,DEFAULT,AT,CHF,503,582,
offer225,DEFAULT,AT,EUR,454,522,
offer226,DEFAULT,AT,CHF,503,582,
offer226,DEFAULT,AT,EUR,454,522,
offer227,DEFAULT,AT,CHF,503,582,
offer227,DEFAULT,AT,EUR,454,522,
offer228,DEFAULT,AT,CHF,24481,29115,
offer228,DEFAULT,AT,EUR,21487,25552,
offer229,DEFAULT,AT,CHF,19604,23311,
offer229,DEFAULT,AT,EUR,17208,20460,
offer230,DEFAULT,AT,CHF,341,388,
offer230,DEFAULT,AT,EUR,310,352,
offer231,DEFAULT,AT,CHF,379,435,
offer231,DEFAULT,AT,EUR,344,393,
offer232,DEFAULT,AT,CHF,505,585,
offer232,DEFAULT,AT,EUR,455,525,
offer232,ORIGINAL,AT,CHF,551,640,
offer232,ORIGINAL,AT,EUR,495,573,
offer233,DEFAULT,AT,CHF,402,461,
offer233,DEFAULT,AT,EUR,364,416,
offer234,DEFAULT,AT,CHF,845,988,
offer234,DEFAULT,AT,EUR,752,878,
offer235,DEFAULT,AT,CHF,684,796,
offer235,DEFAULT,AT,EUR,611,710,
offer236,DEFAULT,AT,CHF,308,351,
offer236,DEFAULT,AT,EUR,282,319,
offer237,DEFAULT,AT,CHF,2637,3122,
offer237,DEFAULT,AT,EUR,2325,2750,
offer237,ORIGINAL,AT,CHF,2920,3458,
offer237,ORIGINAL,AT,EUR,2574,3045,
offer238,DEFAULT,AT,CHF,3682,4365,
offer238,DEFAULT,AT,EUR,3241,3841,
offer239,DEFAULT,AT,CHF,1536,1810,
offer239,DEFAULT,AT,EUR,1359,1600,
offer240,DEFAULT,AT,CHF,1021,1197,
offer240,DEFAULT,AT,EUR,907,1062,
offer241,DEFAULT,AT,CHF,244,274,
offer241,DEFAULT,AT,EUR,225,252,
offer242,DEFAULT,AT,CHF,722,842,
offer242,DEFAULT,AT,EUR,645,750,
offer243,DEFAULT,AT,CHF,585,680,
offer243,DEFAULT,AT,EUR,525,608,
offer244,DEFAULT,AT,CHF,166,181,
offer244,DEFAULT,AT,EUR,157,171,
offer245,DEFAULT,AT,CHF,145,157,
offer245,DEFAULT,AT,EUR,139,149,
offer246,DEFAULT,AT,CHF,213,237,
offer246,DEFAULT,AT,EUR,198,219,
offer247,DEFAULT,AT,CHF,233,261,
offer247,DEFAULT,AT,EUR,216,240,
offer248,DEFAULT,AT,CHF,225,250,
offer248,DEFAULT,AT,EUR,208,231,
offer249,DEFAULT,AT,CHF,225,250,
offer249,DEFAULT,AT,EUR,208,231,
offer250,DEFAULT,AT,CHF,243,273,
offer250,DEFAULT,AT,EUR,225,251,
offer251,DEFAULT,AT,CHF,369,423,
offer251,DEFAULT,AT,EUR,335,383,
offer252,DEFAULT,AT,CHF,799,935,
offer252,DEFAULT,AT,EUR,712,831,
offer253,DEFAULT,AT,CHF,429,494,
offer253,DEFAULT,AT,EUR,387,444,
offer254,DEFAULT,AT,CHF,292,332,
offer254,DEFAULT,AT,EUR,268,302,
offer255,DEFAULT,AT,CHF,369,423,
offer255,DEFAULT,AT,EUR,335,383,
offer256,DEFAULT,AT,CHF,369,423,
offer256,DEFAULT,AT,EUR,335,383,
offer257,DEFAULT,AT,CHF,379,435,
offer257,DEFAULT,AT,EUR,344,393,
offer258,DEFAULT,AT,CHF,175,191,
offer258,DEFAULT,AT,EUR,165,180,
offer259,DEFAULT,AT,CHF,1745,2059,
offer259,DEFAULT,AT,EUR,1542,1818,
offer260,DEFAULT,AT,CHF,471,542,
offer260,DEFAULT,AT,EUR,424,487,
offer261,DEFAULT,AT,CHF,972,1140,
offer261,DEFAULT,AT,EUR,864,1011,
offer262,DEFAULT,AT,CHF,955,1119,
offer262,DEFAULT,AT,EUR,849,993,
offer263,DEFAULT,AT,CHF,590,684,
offer263,DEFAULT,AT,EUR,529,612,
offer264,DEFAULT,AT,CHF,649,755,
offer264,DEFAULT,AT,EUR,581,674,
offer265,DEFAULT,AT,CHF,722,842,
offer265,DEFAULT,AT,EUR,645,750,
offer266,DEFAULT,AT,CHF,379,435,
offer266,DEFAULT,AT,EUR,344,393,
offer267,DEFAULT,AT,CHF,468,540,
offer267,DEFAULT,AT,EUR,422,486,
offer268,DEFAULT,AT,CHF,590,684,
offer268,DEFAULT,AT,EUR,529,612,
offer269,DEFAULT,AT,CHF,453,522,
offer269,DEFAULT,AT,EUR,409,469,
offer270,DEFAULT,AT,CHF,904,1059,
offer270,DEFAULT,AT,EUR,804,940,
