block_key,block_name,template_name,template_path,active,placeholder.title.de_DE,placeholder.title.en_US,placeholder.content.de_DE,placeholder.content.en_US,placeholder.imageUrl.en_US,placeholder.imageUrl.de_DE,placeholder.link.en_US,placeholder.link.de_DE
cms-block-email--customer-registration--text,customer-registration--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.customer_registration.title' | trans }}  {{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_registration.registration_success' | trans }}  {{ 'mail.trans.customer_registration.change_info' | trans }} ","{{ 'mail.trans.customer_registration.title' | trans }}  {{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_registration.registration_success' | trans }}  {{ 'mail.trans.customer_registration.change_info' | trans }} ",,,,
cms-block-email--customer-restore-password--text,customer-restore-password--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_restore_password.title' | trans }}  {{ 'mail.trans.customer_restore_password.subtitle' | trans }}  {{ 'mail.trans.customer_restore_password.change_password' | trans }} ({{ mail.customer.restorePasswordLink }}) ","{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_restore_password.title' | trans }}  {{ 'mail.trans.customer_restore_password.subtitle' | trans }}  {{ 'mail.trans.customer_restore_password.change_password' | trans }} ({{ mail.customer.restorePasswordLink }}) ",,,,
cms-block-email--customer-restored-password-confirmation--text,customer-restored-password-confirmation--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_restored_password_confirmation.title' | trans }} ","{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_restored_password_confirmation.title' | trans }} ",,,,
cms-block-email--restore-password--text,restore-password--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.user.firstName }} {{ mail.user.lastName }},  {{ 'mail.trans.restore_password.title' | trans }}  {{ 'mail.trans.restore_password.subtitle' | trans }}  {{ 'mail.trans.restore_password.change_password' | trans }} ({{ mail.resetPasswordLink }}) ","{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.user.firstName }} {{ mail.user.lastName }},  {{ 'mail.trans.restore_password.title' | trans }}  {{ 'mail.trans.restore_password.subtitle' | trans }}  {{ 'mail.trans.restore_password.change_password' | trans }} ({{ mail.resetPasswordLink }}) ",,,,
cms-block-email--availability-notification-subscription--text,availability-notification-subscription--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,{{ 'mail.trans.availability_notification_subscription.title' | trans }}  {{ 'mail.trans.availability_notification_subscription.subtitle' | trans }}  <!--{% if mail.type != 'AVAILABILITY_NOTIFICATION_UNSUBSCRIBED_MAIL' %}-->   {{ 'availability_notification_subscription.mail.unsubscribe' | trans({'%link%': mail.availabilityNotificationSubscriptionMailData.availabilityUnsubscriptionLink}) | raw }} <!--{% endif %}-->,{{ 'mail.trans.availability_notification_subscription.title' | trans }}  {{ 'mail.trans.availability_notification_subscription.subtitle' | trans }}  <!--{% if mail.type != 'AVAILABILITY_NOTIFICATION_UNSUBSCRIBED_MAIL' %}-->   {{ 'availability_notification_subscription.mail.unsubscribe' | trans({'%link%': mail.availabilityNotificationSubscriptionMailData.availabilityUnsubscriptionLink}) | raw }} <!--{% endif %}-->,,,,
cms-block-email--availability-notification-unsubscribed--text,availability-notification-unsubscribed--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,{{ 'mail.trans.availability_notification_unsubscribed.title.part1' | trans }} {{ mail.availabilityNotificationSubscriptionMailData.productName }} {{ 'mail.trans.availability_notification_unsubscribed.title.part2' | trans }}  {{ 'mail.trans.availability_notification_unsubscribed.subtitle' | trans }} ,{{ 'mail.trans.availability_notification_unsubscribed.title.part1' | trans }} {{ mail.availabilityNotificationSubscriptionMailData.productName }} {{ 'mail.trans.availability_notification_unsubscribed.title.part2' | trans }}  {{ 'mail.trans.availability_notification_unsubscribed.subtitle' | trans }} ,,,,
cms-block-email--availability-notification--text,availability-notification--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,{{ mail.availabilityNotificationSubscriptionMailData.productName }} {{ 'mail.trans.availability_notification.title.part2' | trans }}  {{ 'mail.trans.availability_notification.subtitle' | trans }}  {{ 'mail.trans.common.go_to_shop' | trans }} ({{ mail.availabilityNotificationSubscriptionMailData.productUrl }})  <!--{% if mail.type != 'AVAILABILITY_NOTIFICATION_UNSUBSCRIBED_MAIL' %}-->   {{ 'availability_notification_subscription.mail.unsubscribe' | trans({'%link%': mail.availabilityNotificationSubscriptionMailData.availabilityUnsubscriptionLink}) | raw }} <!--{% endif %}-->,{{ mail.availabilityNotificationSubscriptionMailData.productName }} {{ 'mail.trans.availability_notification.title.part2' | trans }}  {{ 'mail.trans.availability_notification.subtitle' | trans }}  {{ 'mail.trans.common.go_to_shop' | trans }} ({{ mail.availabilityNotificationSubscriptionMailData.productUrl }})  <!--{% if mail.type != 'AVAILABILITY_NOTIFICATION_UNSUBSCRIBED_MAIL' %}-->   {{ 'availability_notification_subscription.mail.unsubscribe' | trans({'%link%': mail.availabilityNotificationSubscriptionMailData.availabilityUnsubscriptionLink}) | raw }} <!--{% endif %}-->,,,,
cms-block-email--newsletter-subscribed--text,newsletter-subscribed--text,Empty Email Template,@CmsBlock/template/email-template-empty.twig,1,,,///////////////////////////////////////// // {{ 'mail.trans.header.shop_name' | trans }}                        // /////////////////////////////////////////   {{ 'mail.trans.newsletter_subscribed.title' | trans }}  {{ 'mail.trans.newsletter_subscribed.subtitle' | trans }}   =========================================== ===========================================  {{ 'mail.trans.footer.if_you_have_further_questions' | trans }} {{ 'mail.trans.footer.contact_email_address' | trans }} (mailto:{{ 'mail.trans.footer.contact_email_address' | trans }})  {{ 'mail.trans.footer.shopping_experience' | trans }}  {{ 'mail.trans.footer.your_team' | trans }}  -------------------------------------------  {{ 'mail.trans.footer.shop_name' | trans }}  {{ 'mail.trans.footer.shop_address' | trans }} {{ 'mail.trans.footer.shop_zip_code' | trans }} {{ 'mail.trans.footer.shop_city' | trans }}  {{ 'mail.trans.footer.shop_phone' | trans }}  {{ 'mail.trans.footer.contact_email_address' | trans }},///////////////////////////////////////// // {{ 'mail.trans.header.shop_name' | trans }}                        // /////////////////////////////////////////   {{ 'mail.trans.newsletter_subscribed.title' | trans }}  {{ 'mail.trans.newsletter_subscribed.subtitle' | trans }}   =========================================== ===========================================  {{ 'mail.trans.footer.if_you_have_further_questions' | trans }} {{ 'mail.trans.footer.contact_email_address' | trans }} (mailto:{{ 'mail.trans.footer.contact_email_address' | trans }})  {{ 'mail.trans.footer.shopping_experience' | trans }}  {{ 'mail.trans.footer.your_team' | trans }}  -------------------------------------------  {{ 'mail.trans.footer.shop_name' | trans }}  {{ 'mail.trans.footer.shop_address' | trans }} {{ 'mail.trans.footer.shop_zip_code' | trans }} {{ 'mail.trans.footer.shop_city' | trans }}  {{ 'mail.trans.footer.shop_phone' | trans }}  {{ 'mail.trans.footer.contact_email_address' | trans }},,,,
cms-block-email--newsletter-unsubscribed--text,newsletter-unsubscribed--text,Empty Email Template,@CmsBlock/template/email-template-empty.twig,1,,,///////////////////////////////////////// // {{ 'mail.trans.header.shop_name' | trans }}                        // /////////////////////////////////////////   {{ 'mail.trans.newsletter_unsubscribed.title' | trans }}  {{ 'mail.trans.newsletter_unsubscribed.subtitle' | trans }}  =========================================== ===========================================  {{ 'mail.trans.footer.if_you_have_further_questions' | trans }} {{ 'mail.trans.footer.contact_email_address' | trans }} (mailto:{{ 'mail.trans.footer.contact_email_address' | trans }})  {{ 'mail.trans.footer.shopping_experience' | trans }}  {{ 'mail.trans.footer.your_team' | trans }}  -------------------------------------------  {{ 'mail.trans.footer.shop_name' | trans }}  {{ 'mail.trans.footer.shop_address' | trans }} {{ 'mail.trans.footer.shop_zip_code' | trans }} {{ 'mail.trans.footer.shop_city' | trans }}  {{ 'mail.trans.footer.shop_phone' | trans }}  {{ 'mail.trans.footer.contact_email_address' | trans }},///////////////////////////////////////// // {{ 'mail.trans.header.shop_name' | trans }}                        // /////////////////////////////////////////   {{ 'mail.trans.newsletter_unsubscribed.title' | trans }}  {{ 'mail.trans.newsletter_unsubscribed.subtitle' | trans }}  =========================================== ===========================================  {{ 'mail.trans.footer.if_you_have_further_questions' | trans }} {{ 'mail.trans.footer.contact_email_address' | trans }} (mailto:{{ 'mail.trans.footer.contact_email_address' | trans }})  {{ 'mail.trans.footer.shopping_experience' | trans }}  {{ 'mail.trans.footer.your_team' | trans }}  -------------------------------------------  {{ 'mail.trans.footer.shop_name' | trans }}  {{ 'mail.trans.footer.shop_address' | trans }} {{ 'mail.trans.footer.shop_zip_code' | trans }} {{ 'mail.trans.footer.shop_city' | trans }}  {{ 'mail.trans.footer.shop_phone' | trans }}  {{ 'mail.trans.footer.contact_email_address' | trans }},,,,
cms-block-email--order-confirmation--text,order-confirmation--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.order.firstName }} {{ mail.order.lastName }},  {{ 'mail.trans.order_confirmation.title' | trans }}  {{ 'mail.trans.order_confirmation.subtitle' | trans }}  -----  {{ 'mail.trans.order.order_details' | trans }}  {{ 'mail.trans.order.order_reference' | trans }}: {{ mail.order.orderReference }} {{ 'mail.trans.order.order_date' | trans }}: {{ mail.order.createdAt | date }} {{ 'mail.trans.order.billing_address' | trans }}: {{ mail.order.billingAddress.address1 }} {{ mail.order.billingAddress.address2 }} {{ mail.order.billingAddress.address3 }} {{ mail.order.billingAddress.zipCode }} {{ mail.order.billingAddress.city }} {{ mail.order.billingAddress.region }}  -----  {{ 'mail.trans.order.subtotal' | trans }}: {{ mail.order.totals.subtotal | money(true, mail.order.currencyIsoCode) }} {{ 'mail.trans.order.shipment_costs_total' | trans }}: {{ mail.order.totals.expenseTotal | money(true, mail.order.currencyIsoCode) }} <!--{% for shipmentGroup in mail.shipmentGroups %}--> {{ shipmentGroup.shipment.carrier.name }} - {{ shipmentGroup.shipment.method.name }} <!--{% endfor %}--> {{ 'mail.trans.order.discounts_total' | trans }} <!--{% for discount in mail.order.calculatedDiscounts %}--> {{ discount.displayName }}: - {{ discount.sumAmount | money(true, mail.order.currencyIsoCode) }} <!--{% endfor %}--> {{ 'mail.trans.order.taxes' | trans }}: {{ mail.order.totals.taxTotal.amount | money(true, mail.order.currencyIsoCode) }} {{ 'mail.trans.order.grand_total' | trans }}: {{ mail.order.totals.grandTotal | money(true, mail.order.currencyIsoCode) }}  -----  <!--{% for shipmentGroup in mail.shipmentGroups %}--> {{ 'mail.trans.order.shipment_for_number.part1' | trans }} {{ loop.index }} {{ 'mail.trans.order.shipment_for_number.part2' | trans }} {{ mail.shipmentGroups | length }}  {{ 'mail.trans.order.delivery_address' | trans }}: {{ shipmentGroup.shipment.shippingAddress.firstName }} {{ shipmentGroup.shipment.shippingAddress.lastName }}, {{ shipmentGroup.shipment.shippingAddress.address1 }} {{ shipmentGroup.shipment.shippingAddress.address2 }} {{ shipmentGroup.shipment.shippingAddress.address3 }} {{ shipmentGroup.shipment.shippingAddress.zipCode }} {{ shipmentGroup.shipment.shippingAddress.city }} {{ shipmentGroup.shipment.shippingAddress.region }} {{ 'mail.trans.order.delivery_method' | trans }}: {{ shipmentGroup.shipment.method.name }} {{ 'mail.trans.order.requested_delivery_date' | trans }}: {{ shipmentGroup.shipment.requestedDeliveryDate }}  <!--{% for item in shipmentGroup.items %}-->    * {{ item.name }} - {{ 'customer.order.item_sku' | trans }}: {{ item.sku }}     {{ 'mail.trans.order.quantity' | trans }}: {{ item.quantity | executeFilterIfExists('formatInt', app.locale) }}     {{ 'mail.trans.order.item_price' | trans }}: {{ item.sumPrice | money(true, mail.order.currencyIsoCode) }}    <!--{% for option in item.productOptions %}-->     + {{ option.groupName }} - {{ option.sumPrice | money(true, mail.order.currencyIsoCode) }} <!--{% endfor %}-->  <!--{% endfor %}-->  <!--{% endfor %}--> ","{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.order.firstName }} {{ mail.order.lastName }},  {{ 'mail.trans.order_confirmation.title' | trans }}  {{ 'mail.trans.order_confirmation.subtitle' | trans }}  -----  {{ 'mail.trans.order.order_details' | trans }}  {{ 'mail.trans.order.order_reference' | trans }}: {{ mail.order.orderReference }} {{ 'mail.trans.order.order_date' | trans }}: {{ mail.order.createdAt | date }} {{ 'mail.trans.order.billing_address' | trans }}: {{ mail.order.billingAddress.address1 }} {{ mail.order.billingAddress.address2 }} {{ mail.order.billingAddress.address3 }} {{ mail.order.billingAddress.zipCode }} {{ mail.order.billingAddress.city }} {{ mail.order.billingAddress.region }}  -----  {{ 'mail.trans.order.subtotal' | trans }}: {{ mail.order.totals.subtotal | money(true, mail.order.currencyIsoCode) }} {{ 'mail.trans.order.shipment_costs_total' | trans }}: {{ mail.order.totals.expenseTotal | money(true, mail.order.currencyIsoCode) }} <!--{% for shipmentGroup in mail.shipmentGroups %}--> {{ shipmentGroup.shipment.carrier.name }} - {{ shipmentGroup.shipment.method.name }} <!--{% endfor %}--> {{ 'mail.trans.order.discounts_total' | trans }} <!--{% for discount in mail.order.calculatedDiscounts %}--> {{ discount.displayName }}: - {{ discount.sumAmount | money(true, mail.order.currencyIsoCode) }} <!--{% endfor %}--> {{ 'mail.trans.order.taxes' | trans }}: {{ mail.order.totals.taxTotal.amount | money(true, mail.order.currencyIsoCode) }} {{ 'mail.trans.order.grand_total' | trans }}: {{ mail.order.totals.grandTotal | money(true, mail.order.currencyIsoCode) }}  -----  <!--{% for shipmentGroup in mail.shipmentGroups %}--> {{ 'mail.trans.order.shipment_for_number.part1' | trans }} {{ loop.index }} {{ 'mail.trans.order.shipment_for_number.part2' | trans }} {{ mail.shipmentGroups | length }}  {{ 'mail.trans.order.delivery_address' | trans }}: {{ shipmentGroup.shipment.shippingAddress.firstName }} {{ shipmentGroup.shipment.shippingAddress.lastName }}, {{ shipmentGroup.shipment.shippingAddress.address1 }} {{ shipmentGroup.shipment.shippingAddress.address2 }} {{ shipmentGroup.shipment.shippingAddress.address3 }} {{ shipmentGroup.shipment.shippingAddress.zipCode }} {{ shipmentGroup.shipment.shippingAddress.city }} {{ shipmentGroup.shipment.shippingAddress.region }} {{ 'mail.trans.order.delivery_method' | trans }}: {{ shipmentGroup.shipment.method.name }} {{ 'mail.trans.order.requested_delivery_date' | trans }}: {{ shipmentGroup.shipment.requestedDeliveryDate }}  <!--{% for item in shipmentGroup.items %}-->    * {{ item.name }} - {{ 'customer.order.item_sku' | trans }}: {{ item.sku }}     {{ 'mail.trans.order.quantity' | trans }}: {{ item.quantity | executeFilterIfExists('formatInt', app.locale) }}     {{ 'mail.trans.order.item_price' | trans }}: {{ item.sumPrice | money(true, mail.order.currencyIsoCode) }}    <!--{% for option in item.productOptions %}-->     + {{ option.groupName }} - {{ option.sumPrice | money(true, mail.order.currencyIsoCode) }} <!--{% endfor %}-->  <!--{% endfor %}-->  <!--{% endfor %}--> ",,,,
cms-block-email--order-shipped--text,order-shipped--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.order.firstName }} {{ mail.order.lastName }},  {{ 'mail.trans.order_shipped.title' | trans }}  -----  <!--{% for shipmentGroup in mail.shipmentGroups %}--> {{ 'mail.trans.order.shipment_for_number.part1' | trans }} {{ loop.index }} {{ 'mail.trans.order.shipment_for_number.part2' | trans }} {{ mail.shipmentGroups | length }}  {{ 'mail.trans.order.delivery_address' | trans }}: {{ shipmentGroup.shipment.shippingAddress.firstName }} {{ shipmentGroup.shipment.shippingAddress.lastName }}, {{ shipmentGroup.shipment.shippingAddress.address1 }} {{ shipmentGroup.shipment.shippingAddress.address2 }} {{ shipmentGroup.shipment.shippingAddress.address3 }} {{ shipmentGroup.shipment.shippingAddress.zipCode }} {{ shipmentGroup.shipment.shippingAddress.city }} {{ shipmentGroup.shipment.shippingAddress.region }} {{ 'mail.trans.order.delivery_method' | trans }}: {{ shipmentGroup.shipment.method.name }} {{ 'mail.trans.order.requested_delivery_date' | trans }}: {{ shipmentGroup.shipment.requestedDeliveryDate }}  <!--{% for item in shipmentGroup.items %}-->    * {{ item.name }} - {{ 'customer.order.item_sku' | trans }}: {{ item.sku }}     {{ 'mail.trans.order.quantity' | trans }}: {{ item.quantity | executeFilterIfExists('formatInt', app.locale) }}     {{ 'mail.trans.order.item_price' | trans }}: {{ item.sumPrice | money(true, mail.order.currencyIsoCode) }}    <!--{% for option in item.productOptions %}-->     + {{ option.groupName }} - {{ option.sumPrice | money(true, mail.order.currencyIsoCode) }} <!--{% endfor %}-->  <!--{% endfor %}-->  <!--{% endfor %}--> ","{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.order.firstName }} {{ mail.order.lastName }},  {{ 'mail.trans.order_shipped.title' | trans }}  -----  <!--{% for shipmentGroup in mail.shipmentGroups %}--> {{ 'mail.trans.order.shipment_for_number.part1' | trans }} {{ loop.index }} {{ 'mail.trans.order.shipment_for_number.part2' | trans }} {{ mail.shipmentGroups | length }}  {{ 'mail.trans.order.delivery_address' | trans }}: {{ shipmentGroup.shipment.shippingAddress.firstName }} {{ shipmentGroup.shipment.shippingAddress.lastName }}, {{ shipmentGroup.shipment.shippingAddress.address1 }} {{ shipmentGroup.shipment.shippingAddress.address2 }} {{ shipmentGroup.shipment.shippingAddress.address3 }} {{ shipmentGroup.shipment.shippingAddress.zipCode }} {{ shipmentGroup.shipment.shippingAddress.city }} {{ shipmentGroup.shipment.shippingAddress.region }} {{ 'mail.trans.order.delivery_method' | trans }}: {{ shipmentGroup.shipment.method.name }} {{ 'mail.trans.order.requested_delivery_date' | trans }}: {{ shipmentGroup.shipment.requestedDeliveryDate }}  <!--{% for item in shipmentGroup.items %}-->    * {{ item.name }} - {{ 'customer.order.item_sku' | trans }}: {{ item.sku }}     {{ 'mail.trans.order.quantity' | trans }}: {{ item.quantity | executeFilterIfExists('formatInt', app.locale) }}     {{ 'mail.trans.order.item_price' | trans }}: {{ item.sumPrice | money(true, mail.order.currencyIsoCode) }}    <!--{% for option in item.productOptions %}-->     + {{ option.groupName }} - {{ option.sumPrice | money(true, mail.order.currencyIsoCode) }} <!--{% endfor %}-->  <!--{% endfor %}-->  <!--{% endfor %}--> ",,,,
cms-block-email--customer-registration_token--html,customer-registration_token--html,HTML Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.html.twig,1,,,"<table role=""presentation"" width=""100%"" cellspacing=""0"" cellpadding=""0"" border=""0"" style=""border-collapse: collapse;""><tr><td class=""sprykerEmailSection"" align=""center"" style=""padding: 24px 18px 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center; word-break: break-word;""><p style=""margin: 0 0 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center;"">{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},</p><h1 class=""sprykerEmailTitle"" style=""margin: 0; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 24px; line-height: 32px; font-weight: 700; color: #3b3b3d; text-align: center;"">{{ 'mail.trans.customer_registration.title' | trans }}</h1><p style=""margin: 12px 0 0; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center;""><strong style=""color: #3b3b3d; font-weight: 600;"">{{ 'mail.trans.customer_registration.registration_success' | trans }}</strong></p></td></tr><tr><td class=""sprykerEmailSection"" align=""center"" style=""padding: 20px 18px 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center; word-break: break-word;""><table role=""presentation"" class=""sprykerEmailButton"" align=""center"" cellspacing=""0"" cellpadding=""0"" border=""0"" style=""border-collapse: separate; margin: 0 auto;""><tr><td align=""center"" bgcolor=""#318272"" style=""border-radius: 8px; background-color: #318272; mso-padding-alt: 14px 28px;""><a href=""{{ mail.customer.confirmationLink }}"" target=""_blank"" style=""display: inline-block; padding: 14px 28px; border-radius: 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; font-weight: 600; color: #ffffff; text-decoration: none; text-align: center; word-break: break-word; mso-padding-alt: 0;"">{{ 'mail.trans.customer_registration.confirmation_link' | trans }}</a></td></tr></table></td></tr></table>","<table role=""presentation"" width=""100%"" cellspacing=""0"" cellpadding=""0"" border=""0"" style=""border-collapse: collapse;""><tr><td class=""sprykerEmailSection"" align=""center"" style=""padding: 24px 18px 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center; word-break: break-word;""><p style=""margin: 0 0 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center;"">{{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},</p><h1 class=""sprykerEmailTitle"" style=""margin: 0; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 24px; line-height: 32px; font-weight: 700; color: #3b3b3d; text-align: center;"">{{ 'mail.trans.customer_registration.title' | trans }}</h1><p style=""margin: 12px 0 0; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center;""><strong style=""color: #3b3b3d; font-weight: 600;"">{{ 'mail.trans.customer_registration.registration_success' | trans }}</strong></p></td></tr><tr><td class=""sprykerEmailSection"" align=""center"" style=""padding: 20px 18px 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; color: #4f5052; text-align: center; word-break: break-word;""><table role=""presentation"" class=""sprykerEmailButton"" align=""center"" cellspacing=""0"" cellpadding=""0"" border=""0"" style=""border-collapse: separate; margin: 0 auto;""><tr><td align=""center"" bgcolor=""#318272"" style=""border-radius: 8px; background-color: #318272; mso-padding-alt: 14px 28px;""><a href=""{{ mail.customer.confirmationLink }}"" target=""_blank"" style=""display: inline-block; padding: 14px 28px; border-radius: 8px; font-family: Inter, -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; font-size: 16px; line-height: 24px; font-weight: 600; color: #ffffff; text-decoration: none; text-align: center; word-break: break-word; mso-padding-alt: 0;"">{{ 'mail.trans.customer_registration.confirmation_link' | trans }}</a></td></tr></table></td></tr></table>",,,,
cms-block-email--customer-registration_token--text,customer-registration_token--text,TEXT Email Template With Header And Footer,@CmsBlock/template/email-template-with-header-and-footer.text.twig,1,,,"{{ 'mail.trans.customer_registration.title' | trans }}  {{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_registration.registration_success' | trans }}  {{ 'mail.trans.customer_registration.confirmation_link' | trans }} ({{ mail.customer.confirmationLink }}) ","{{ 'mail.trans.customer_registration.title' | trans }}  {{ 'mail.trans.common.hello_for_first_name' | trans }} {{ mail.customer.firstName }} {{ mail.customer.lastName }},  {{ 'mail.trans.customer_registration.registration_success' | trans }}  {{ 'mail.trans.customer_registration.confirmation_link' | trans }} ({{ mail.customer.confirmationLink }}) ",,,,
